UNIDADE_DA_FEDERACAO;MUNICIPIO;NUMERO_REGISTRO_ESTABELECIMENTO;STATUS_DO_REGISTRO;CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;AREA_ATUACAO;ATIVIDADE;CLASSIFICACAO
TO;Taipas do Tocantins;TO0006491;Ativo;**.***.185/***-**;RIALMA FERTILIZANTES INDÚSTRIA E CÓMERCIO S/A;Rialma Fertilizantes SA;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SC;Xaxim;SC0002615;Cancelado;**.***.235/***-**;COOPERATIVA AGROINDUSTRIAL ALFA;Cooperalfa;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PR;Cascavel;PR0007510;Ativo;**.***.630/***-**;RHICO LTDA;RHICO;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CORRETIVO
SP;Jaboticabal;SP0005304;Ativo;**.***.754/***-**;AGRONOMICS ASSESSORIA E CONSULTORIA AGRONÔMICA LTDA. - ME;AGRONOMICS;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MG;Medeiros;MG0001538;Ativo;**.***.791/***-**;COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS;COOPERCITRUS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;São João de Itaguaçu;SP0007331;Ativo;**.***.298/***-**;JOAO MARCELO DI TADEI - ME ;AGROCITRUS SAO JOAO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Jaguariúna;SP0055824;Ativo;**.***.007/***-**; AGROSOIL COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLAS LTDA. - ME;AGROSOIL INSUMOS AGRÍCOLAS;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
BA;Juazeiro;BA0002224;Ativo;**.***.818/***-**;SONÉLIA SOARES DE CARVALHO PINTO-ME;PLANTE FERTIL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Marema;SC0002356;Ativo;**.***.235/***-**;COOPERATIVA AGROINDUSTRIAL ALFA;Cooperalfa;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Irati;SC0002372;Ativo;**.***.235/***-**;COOPERATIVA AGROINDUSTRIAL ALFA;Cooperalfa;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Xaxim;SC0001937;Ativo;**.***.235/***-**;COOPERATIVA AGROINDUSTRIAL ALFA;Cooperalfa;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;São Domingos;SC0001686;Ativo;**.***.235/***-**;COOPERATIVA AGROINDUSTRIAL ALFA;COOPERALFA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Paraíso;SC0001988;Ativo;**.***.235/***-**;COOPERATIVA AGROINDUSTRIAL ALFA;Cooperalfa;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
CE;Morada Nova;CE0005002;Ativo;**.***.059/***-**;ANA PAULA SALDANHA DE ALMEIDA;CASA DO CAMPO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MA;Balsas;MA0002925;Ativo;**.***.697/***-**;Amaggi Louis Dreyfus Zen-Noh Grãos S.A.;ALZ GRAOS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MA;Balsas;MA0002925;Ativo;**.***.697/***-**;Amaggi Louis Dreyfus Zen-Noh Grãos S.A.;ALZ GRAOS;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;FERTILIZANTE MINERAL
MA;Balsas;MA0002925;Ativo;**.***.697/***-**;Amaggi Louis Dreyfus Zen-Noh Grãos S.A.;ALZ GRAOS;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
RS;Santa Maria;RS0010685;Ativo;**.***.106/***-**;ALLIANZA QUÍMICA DO BRASIL;ALLIANZA;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
SE;Itabaiana;SE0000744;Ativo;**.***.767/***-**;SEMEAR COMERCIO E REPRESENTAÇÕES LTDA;SEMEAR;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Juara;MT0000205;Ativo;**.***.680/***-**;AGRO AMAZÔNIA PRODUTOS AGROPECUÁRIOS S.A;AGRO AMAZONIA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
BA;Luís Eduardo Magalhães;BA0002127;Ativo;**.***.239/***-**;FAST SERVICE DISTRIBUIÇÃO LTDA ME;FAST SERVICE;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Guaíra;SP0004898;Ativo;**.***.313/***-**;SIQUEIRA, NOGUEIRA E SILVA COM REP DE PROD AGRICOLAS LTDA;aplitec agro;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
GO;Hidrolândia;GO0002615;Ativo;**.***.272/***-**;SUPLEMENTO NUTRICAO ANIMAL LTDA - EPP ;SUPLEMENTO NUTRIÇÃO ANIMAL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Canarana;MT0000698;Ativo;**.***.531/***-**;SMP - QUÍMICOS E BIOLÓGICOS LTDA - ME;SMP - SEMPRE MAIS PRODUCAO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Diamantino;MT0000361;Ativo;**.***.680/***-**;AGRO AMAZÔNIA PRODUTOS AGROPECUÁRIOS S.A;AGRO AMAZONIA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Cruzália;SP0006459;Ativo;**.***.450/***-**;COCAMAR COOPERATIVA AGROINDUSTRIAL;COCAMAR;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Coroados;SP0042218;Ativo;**.***.773/***-**;TERRA FORTE INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA. - M.E;TERRA FORTE FERTILIZANTES;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
SC;Chapecó;SC0019968;Ativo;**.***.585/***-**;SBK COMÉRCIO E SERVIÇOS LTDA ME;SBKAGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Cubatão;SP0046744;Cancelado;**.***.390/***-**;AGRONELLI - INDUSTRIA E COMERCIO DE INSUMOS AGROPECUARIOS LTDA;AGRONELLI- INSDUSTRIA DE INSUMOS AGROPECUARIOS  LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EM GRANEL
BA;Eunápolis;BA0004618;Ativo;**.***.346/***-**;S.KIFFER MIYAKAWA COMERCIO AGRICOLA - ME;Kamar Agro Comercial;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Ituverava;SP0045934;Ativo;**.***.633/***-**;rsa industria de insumo agricolas ltda;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SP;Itaberá;SP0023680;Ativo;**.***.097/***-**;BELAGRICOLA COM E REP DE PRODUTOS AGRICOLAS LTDA;Belagrícola;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PR;Guapirama;PR0016896;Ativo;**.***.623/***-**;CALCARIO GUAPIRAMA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CORRETIVO
GO;Indiara;GO0013773;Ativo;**.***.347/***-**;FILLERCAL MINERACAO E COMERCIO LTDA;FILLERCAL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EM GRANEL
MG;Teófilo Otoni;MG0004286;Ativo;**.***.602/***-**;AGROPECUARIA SUPER SAFRA LTDA;AGROPECUÁRIA SUPER SAFRA LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Urânia;SP0026964;Ativo;**.***.386/***-**;VETERINARIA NAKAO LTDA - EPP;VETERINARIA NAKAO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
DF;Brasília;DF0000825;Ativo;**.***.178/***-**;AGROPECUARIA RENASCER COMERCIO DE PRODUTOS AGRICOLAS LTDA - ME;AGROPECUARIA RENASCER;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Paracatu;MG0004308;Ativo;**.***.130/***-**;TRISOLO COMERCIO E REPRESENTACAO DE PRODUTOS AGRICOLAS LTDA;Trisolo;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Ribeirão Preto;SP0015296;Ativo;**.***.873/***-**;IMPORTADORA COMERCIAL SERV AGRO LTDA;SERV AGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SE;Carira;SE0003280;Ativo;**.***.428/***-**;MARISA AGUSTINHA DE SOUZA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PB;Boqueirão;PB0005746;Ativo;**.***.601/***-**;ROSEMARY BARBOSA ALBUQUERQUE;construcampo;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
DF;Brasília;DF0001201;Ativo;**.***.915/***-**;CARREFOUR COMERCIO E INDUSTRIA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Caxambu do Sul;SC0013102;Ativo;**.***.235/***-**;COOPERATIVA AGROINDUSTRIAL ALFA;Cooperalfa;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Pradópolis;SP0051640;Ativo;**.***.580/***-**;AGROVEG FERTILIZANTES LTDA - EPP;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SE;Simão Dias;SE0002321;Ativo;**.***.266/***-**;CAL TREVO INDUSTRIAL LTDA;CAL TREVO INDUSTRIAL;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CORRETIVO
SP;Tatuí;SP0038032;Ativo;**.***.957/***-**;RC ORGANIFOL PRODUTOS ORGANICO E RECONDICIONADOR DE SOLO LTDA;ORGANIFOL;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CONDICIONADOR DE SOLO
MG;Veríssimo;MG0005410;Ativo;**.***.696/***-**;COOP DOS EMPRESARIOS RURAIS DO TRIANGULO MINEIRO LTDA;CERTRIM;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Rosário Oeste;MT0007560;Ativo;**.***.860/***-**;INDUSTRIA DE CALCARIOS CACAPAVA LTDA;INDUCAL;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CORRETIVO
MT;Nobres;MT0007560;Ativo;**.***.860/***-**;INDUSTRIA DE CALCARIOS CACAPAVA LTDA;INDUCAL;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CORRETIVO
MG;Conceição das Alagoas;MG0007099;Ativo;**.***.696/***-**;COOP DOS EMPRESARIOS RURAIS DO TRIANGULO MINEIRO LTDA;CERTRIM;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Cosmópolis;SP0026743;Ativo;**.***.607/***-**;NUTRISAFRA FERTILIZANTES LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
BA;Camaçari;BA0004677;Cancelado;**.***.842/***-**;CIBRAFERTIL COMPANHIA BRASILEIRA DE FERTILIZANTES;CIBRA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EM GRANEL
SC;Caçador;SC0007226;Ativo;**.***.590/***-**;COPERCON - COOPERATIVA AGROPECUARIA DOS PRODUTORES DA REGIAO DO CONTESTADO;Copercon;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
ES;Vila Valério;ES0003735;Ativo;**.***.333/***-**;TAVARES MATERIAIS AGRICOLAS LTDA - EPP;Casa do Agricultor;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Araraquara;SP0023337;Ativo;**.***.845/***-**;AGRODUBO - ADUBOS E FERTILIZANTES LTDA - ME;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
MT;Rondonópolis;MT0007811;Ativo;**.***.367/***-**;MICRO E MACRO AGRICOLA E PECUARIA LTDA - ME;Micro e Macro;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
MT;Sorriso;MT0007242;Ativo;**.***.739/***-**;AGROMAVE INSUMOS AGRICOLA LTDA;AGROMAVE INSUMOS AGRICOLA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Ribeirão Preto;SP0004286;Ativo;**.***.702/***-**;VIGORPLANT INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA;VigorPlant;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Sete Lagoas;MG0034525;Ativo;**.***.527/***-**;LAFAIETE INSUMOS AGROPECUARIA LTDA;AgRoss;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SE;Simão Dias;SE0003514;Ativo;**.***.507/***-**;PESSOA JURIDICA CARGA_SIAFI;Terra Soluções Agrícolas Ltda;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RN;Parnamirim;RN0002330;Ativo;**.***.784/***-**;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;Leroy Merlin;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Primavera do Leste;MT0000892;Ativo;**.***.035/***-**;CROPFIELD DISTRIBUIDORA DE INSUMOS AGRICOLAS LTDA;CROPFIELD;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Fernandópolis;SP0005746;Ativo;**.***.972/***-**;CELEIRO-COMERCIO DE PRODUTOS AGROPECUARIOS FERNANDOPOLIS LTDA;CELEIRO AGRO E PET;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Serrana;SP0027677;Ativo;**.***.558/***-**;VITTIA FERTILIZANTES E BIOLOGICOS S.A;VITTIA FERTILIZANTES E BIOLOGICOS S.A.;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SP;Serrana;SP0027677;Ativo;**.***.558/***-**;VITTIA FERTILIZANTES E BIOLOGICOS S.A;VITTIA FERTILIZANTES E BIOLOGICOS S.A.;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CONDICIONADOR DE SOLO
MS;Água Clara;MS0010766;Ativo;**.***.905/***-**;greenplac tecnologia industrial ltda;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP;São Bernardo do Campo;SP0058130;Ativo;**.***.198/***-**;Acadian do Brasil Ltda;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
SP;São Bernardo do Campo;SP0058130;Ativo;**.***.198/***-**;Acadian do Brasil Ltda;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP;Jarinu;SP0033952;Ativo;**.***.723/***-**;m cassab comercio e industria ltda;m cassab comercio e industria ltda;FERTILIZANTE, INOCULANTE E CORRETIVO;EXPORTADOR;PRODUTO EXPORTADO EMBALADO
MG;Sete Lagoas;MG0016470;Ativo;**.***.486/***-**;RM LANZA DOS SANTOS COMÉRCIO;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
BA;Simões Filho;BA0004774;Ativo;**.***.785/***-**;ICL BRASIL LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTOS A GRANEL PARA COMERCIALIZAÇÃO EM EMBALAGENS PRÓPRIAS
BA;Ipiaú;BA0011665;Ativo;**.***.439/***-**;IONA MACHADO DA SILVA ME;Shopping das Rações;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Guarulhos;SP0010324;Ativo;**.***.088/***-**;XILOLITE S/A;XILOLITE;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;São Paulo;SP0024783;Ativo;**.***.770/***-**;QUIMAP INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS E DERIVADOS LTDA EPP;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Sertãozinho;SP0047597;Ativo;**.***.802/***-**;TERRENA AGRONEGOCIOS LTDA;TERRENA AGRONEGOCIOS;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
SP;Santa Bárbara D'Oeste;SP0036790;Ativo;**.***.939/***-**;SERQUIBIO BIOTECNOLOGIA LTDA - SANTA BÁRBARA D'OESTE/SP ;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
SP;São Paulo;SP0007560;Ativo;**.***.938/***-**;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS LTDA.;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MS;Dourados;MS0012327;Ativo;**.***.609/***-**;ITAHUM EXPORT COMÉRCIO DE CEREAIS SA;Itahum Export;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
PA;Redenção;PA0003751;Ativo;**.***.900/***-**;RURAL BRASIL S.A.;RURAL BRASIL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RR;Boa Vista;RR0000264;Ativo;**.***.841/***-**;SAO LUCAS COMERCIO E REPRESENTACAO AGRICOLA LTDA  ;GRANTERRA;FERTILIZANTE, INOCULANTE E CORRETIVO;EXPORTADOR;PRODUTO EXPORTADO EMBALADO
RR;Boa Vista;RR0000264;Ativo;**.***.841/***-**;SAO LUCAS COMERCIO E REPRESENTACAO AGRICOLA LTDA  ;GRANTERRA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PB;Campina Grande;PB0005754;Ativo;**.***.227/***-**;PRODUZIR AGRO COMERCIO VAREJISTA DE PRODUTOS AGRICOLAS LTDA - ME;PRODUZIR AGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Leme;SP0047600;Ativo;**.***.707/***-**;AGROBIOLOGICA SOLUÇÕES NATURAIS LTDA;AGROBIOLOGICA SOLUCOES NATURAIS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Artur Nogueira;SP0028703;Ativo;**.***.558/***-**;VITTIA FERTILIZANTES E BIOLOGICOS S.A ;VITTIA FERTILIZANTES E BIOLOGICOS S.A ;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CONDICIONADOR DE SOLO
GO;Goiânia;GO0005053;Ativo;**.***.928/***-**;LINEAGRO PRODUTOS AGROPECUARIOS LTDA;AGROLINE ;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PE;Petrolina;PE0006050;Ativo;**.***.831/***-**;CENTRAL DE ADUBOS COMERCIO E REPRESENTACOES LTDA;CENTRAL DE ADUBOS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
ES;Ibiraçu;ES0001600;Ativo;**.***.085/***-**;COOPERATIVA AGROPECUARIA CENTRO SERRANA;COOPEAVI ;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
ES;Domingos Martins;ES0010855;Ativo;**.***.665/***-**;AGRIMA - COMERCIO E REPRESENTACOES LTDA - EPP;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
BA;Candeias;BA0009393;Ativo;**.***.842/***-**;CIBRAFERTIL COMPANHIA BRASILEIRA DE FERTILIZANTES;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
BA;Salvador;BA0009393;Ativo;**.***.842/***-**;CIBRAFERTIL COMPANHIA BRASILEIRA DE FERTILIZANTES;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
GO;Rio Verde;GO0002305;Ativo;**.***.981/***-**;VIDA VERDE REPRESENTAÇÕES E COMERCIO LTDA - ME;AGROZANOTO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Batatais;SP0012297;Ativo;**.***.217/***-**;WEST PLANEJAMENTO E AGRICOLA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MS;Ponta Porã;MS0011193;Ativo;**.***.383/***-**;COAMO AGROINDUSTRIAL COOPERATIVA;COAMO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EM GRANEL
SC;Jupiá;SC0022225;Ativo;**.***.198/***-**;AGROJUPI COMERCIO E TRANSPORTES LTDA ME;AGROJUPI COMÉRCIO E TRANSPORTE LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Taquarivaí;SP0038237;Ativo;**.***.724/***-**;COOPERATIVA AGROINDUSTRIAL HOLAMBRA;COOPERATIVA AGRO INDUSTRIAL HOLAMBRA ;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Campinas;SP0036064;Ativo;**.***.198/***-**;Acadian do Brasil Ltda;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
PB;Alhandra;PB0005410;Ativo;**.***.601/***-**;LCF COMERCIO DE PRODUTOS AGROPECUARIOS, MATERIAL DE CONSTRUCAO E SERVICOS LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RS;Vila Lângaro;RS0052256;Ativo;**.***.334/***-**;AGRODANIELI IND E COMERCIO LTDA;Agrodanieli;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
GO;Rio Verde;GO0009954;Ativo;**.***.525/***-**;LOUIS DREYFUS COMPANY BRASIL S.A.;LOUIS DREYFUS COMPANY BRASIL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
GO;Caiapônia;GO0013374;Ativo;**.***.554/***-**;CALCARIO RIO VERDE MINERACAO E AGROPECUARIA LTDA - EPP;CALCARIO RIO VERDE;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CORRETIVO
MT;Rondonópolis;MT0001848;Ativo;**.***.331/***-**;MAHARA COMERCIO DE PRODUTOS AGROPECUARIOS LTDA - ME;MAHARA AGROCOMERCIAL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Descalvado;SP0039977;Ativo;**.***.542/***-**;orgolabs laboratorios ltda;Orgolabs Laboratórios LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
BA;Vitória da Conquista;BA0002240;Ativo;**.***.604/***-**;JN COMERCIO VAREJISTA DE PRODUTOS AGROPECUARIA LTDA - ME;GALPÃO RURAL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Pouso Alegre;MG0002690;Ativo;**.***.714/***-**;HCJM AGRICOLA COMERCIO & REPRESENTACAO LTDA;Taki Agro;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Batatais;SP0023086;Ativo;**.***.064/***-**;AGROGUINA AGRICOLA LTDA.;AGROGUINA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Sapezal;MT0001996;Ativo;**.***.049/***-**;RURAL SOLUÇÕES E SERVIÇOS LTDA;RURAL SOLUCOES E SERVICOS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Campinas;SP0023639;Ativo;**.***.229/***-**;TOMATEC AGRO COMERCIAL LTDA;TOMATEC;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RS;Alpestre;RS0009555;Ativo;**.***.626/***-**;COOPERATIVA A1;Cooper A1;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
